dropoff_location,day_of_week_dropoff_sin,day_of_week_dropoff_cos,dropoff_time_sin,dropoff_time_cos,probability_dropoff
1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,0.10403701930748364
1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,-0.2588190451025206,0.10794638583054093
1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,0.08823998723472155
1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.06294877932024892
1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,0.14073719483006222
1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474,0.030796234242859422
1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,0.1910004786979416
1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.01260571246210308
1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0.17312908887825115
1,-0.9749279121818236,-0.2225209339563146,-0.2588190451025215,0.965925826289068,0.008696345939045795
1,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890684,0.1312430189883517
1,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0.008058082016913994
1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0.11616403382798787
1,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,0.004866762406254986
1,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682,0.09151108983564704
1,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,0.08648476144885911
1,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,0.005185894367320887
1,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,0.0986915589596298
1,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,0.01739269187809159
1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.061592468485718845
1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0.12190840912717409
1,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,-0.2588190451025206,0.14648157012924845
1,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,0.08776128929312271
1,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.13427477261847773
1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210294e-16,0.14656135311951493
1,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206,0.17951172809956917
1,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203,0.11361097813946067
1,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0.06095420456358704
1,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0.2430987713419499
1,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474,0.03231211105792245
1,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,0.25833732248284663
1,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0.013563108345300782
1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,0.23328546353917345
1,-0.7818314824680299,0.6234898018587334,-0.2588190451025215,0.965925826289068,0.0057443752991862135
1,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890684,0.2002553055688527
1,-0.7818314824680299,0.6234898018587334,0.0,1.0,0.007100686133716292
1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.1723312589755864
1,-0.7818314824680299,0.6234898018587334,0.2588190451025207,0.9659258262890684,0.0027924046593266316
1,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,0.13267911281314823
1,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,0.12198819211744057
1,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387,0.005505026328386788
1,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475,0.11720121270145205
1,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476,0.021780756342747728
1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.061033987553853516
1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,0.1363491303654061
1,-0.7818314824680299,0.6234898018587334,0.9659258262890684,-0.2588190451025206,0.15214616243816817
1,-0.7818314824680299,0.6234898018587334,0.9659258262890684,0.2588190451025207,0.0839317057603319
1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.13299824477421412
1,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,0.1700973352481251
1,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,-0.2588190451025206,0.17408648476144886
1,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0.14608265517791608
1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0.08034147119834051
1,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0.23368437849050583
1,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474,0.03287059198978778
1,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,0.2495611935535344
1,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0.016993776926759217
1,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0.2286580501037179
1,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,0.011089835647040051
1,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890684,0.21685016754427955
1,-0.433883739117558,-0.9009688679024191,0.0,1.0,0.008377213977979895
1,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.16969842029679272
1,-0.433883739117558,-0.9009688679024191,0.2588190451025207,0.9659258262890684,0.004946545396521462
1,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682,0.12980692516355513
1,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0.13068453805648636
1,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,0.005425243338120313
1,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,0.14105632679112814
1,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476,0.0218605393330142
1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.08153821605233764
1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0.1530237753310994
1,-0.433883739117558,-0.9009688679024191,0.9659258262890684,-0.2588190451025206,0.20017552257858626
1,-0.433883739117558,-0.9009688679024191,0.9659258262890684,0.2588190451025207,0.12900909526089038
1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.17528322961544598
1,0.0,1.0,-1.0,-1.8369701987210294e-16,0.11728099569171853
1,0.0,1.0,-0.9659258262890684,-0.2588190451025206,0.1449656933141854
1,0.0,1.0,-0.9659258262890684,0.2588190451025203,0.09478219243657253
1,0.0,1.0,-0.8660254037844386,0.5000000000000001,0.05345460347853838
1,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0.19219722355193872
1,0.0,1.0,-0.7071067811865477,0.7071067811865474,0.02537099090473911
1,0.0,1.0,-0.7071067811865471,-0.7071067811865479,0.21740864847614488
1,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.011728099569171853
1,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0.19283548747407053
1,0.0,1.0,-0.2588190451025215,0.965925826289068,0.005505026328386788
1,0.0,1.0,-0.2588190451025208,-0.9659258262890684,0.16339556406574118
1,0.0,1.0,0.0,1.0,0.00414871549385671
1,0.0,1.0,1.2246467991473532e-16,-1.0,0.12565820966969843
1,0.0,1.0,0.2588190451025207,0.9659258262890684,0.002553055688527206
1,0.0,1.0,0.258819045102521,-0.9659258262890682,0.09789372905696506
1,0.0,1.0,0.4999999999999999,-0.8660254037844387,0.10307962342428595
1,0.0,1.0,0.4999999999999999,0.8660254037844387,0.004707196425722036
1,0.0,1.0,0.7071067811865476,-0.7071067811865475,0.10132439763842349
1,0.0,1.0,0.7071067811865476,0.7071067811865476,0.01739269187809159
1,0.0,1.0,0.8660254037844386,0.5000000000000001,0.053295037498005425
1,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.09940960587202809
1,0.0,1.0,0.9659258262890684,-0.2588190451025206,0.14416786341152066
1,0.0,1.0,0.9659258262890684,0.2588190451025207,0.08919738311791926
1,0.0,1.0,1.0,6.123233995736766e-17,0.125418860698899
1,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,0.15126854954523697
1,0.4338837391175582,-0.900968867902419,-0.9659258262890684,-0.2588190451025206,0.17424605074198182
1,0.4338837391175582,-0.900968867902419,-0.9659258262890684,0.2588190451025203,0.1550183500877613
1,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0.09127174086484761
1,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0.2576192755704484
1,0.4338837391175582,-0.900968867902419,-0.7071067811865477,0.7071067811865474,0.0421254188606989
1,0.4338837391175582,-0.900968867902419,-0.7071067811865471,-0.7071067811865479,0.2486037976703367
1,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0.020264879527684698
1,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0.23488112334450295
1,0.4338837391175582,-0.900968867902419,-0.2588190451025215,0.965925826289068,0.013483325355034307
1,0.4338837391175582,-0.900968867902419,-0.2588190451025208,-0.9659258262890684,0.21006861337162916
1,0.4338837391175582,-0.900968867902419,0.0,1.0,0.006542205201850965
1,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,0.1642731769586724
1,0.4338837391175582,-0.900968867902419,0.2588190451025207,0.9659258262890684,0.0023137067177277804
1,0.4338837391175582,-0.900968867902419,0.258819045102521,-0.9659258262890682,0.11975426838997925
1,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,0.1189564384873145
1,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0.0036700175522578586
1,0.4338837391175582,-0.900968867902419,0.7071067811865476,-0.7071067811865475,0.1228658050103718
1,0.4338837391175582,-0.900968867902419,0.7071067811865476,0.7071067811865476,0.018190521780756343
1,0.4338837391175582,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.0678155417265039
1,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0.12302537099090474
1,0.4338837391175582,-0.900968867902419,0.9659258262890684,-0.2588190451025206,0.16052337641614808
1,0.4338837391175582,-0.900968867902419,0.9659258262890684,0.2588190451025207,0.10339875538535184
1,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,0.15182703047710228
1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,0.12103079623424286
1,0.7818314824680298,0.6234898018587336,-0.9659258262890684,-0.2588190451025206,0.14935375777884155
1,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,0.10762725386947503
1,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0.057762884952928036
1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0.20392532312111059
1,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,0.024812509972873785
1,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479,0.20751555768310195
1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0.015158768150630286
1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0.2079942556247008
1,0.7818314824680298,0.6234898018587336,-0.2588190451025215,0.965925826289068,0.006143290250518589
1,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684,0.15517791606829423
1,0.7818314824680298,0.6234898018587336,0.0,1.0,0.003749800542524334
1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.12525929471836605
1,0.7818314824680298,0.6234898018587336,0.2588190451025207,0.9659258262890684,0.0032711026009254827
1,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682,0.09087282591351524
1,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,0.08608584649752672
1,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0.0035902345619913834
1,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475,0.09007499601085049
1,0.7818314824680298,0.6234898018587336,0.7071067811865476,0.7071067811865476,0.01308441040370193
1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.045316738471357906
1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.08217647997446945
1,0.7818314824680298,0.6234898018587336,0.9659258262890684,-0.2588190451025206,0.11265358225626297
1,0.7818314824680298,0.6234898018587336,0.9659258262890684,0.2588190451025207,0.06829423966810276
1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.10659007499601085
1,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,0.12039253231211106
1,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,-0.2588190451025206,0.14408808042125418
1,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,0.11305249720759535
1,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,0.058959629806925165
1,0.9749279121818236,-0.2225209339563143,-0.8660254037844385,-0.5000000000000004,0.2079942556247008
1,0.9749279121818236,-0.2225209339563143,-0.7071067811865477,0.7071067811865474,0.025450773895005586
1,0.9749279121818236,-0.2225209339563143,-0.7071067811865471,-0.7071067811865479,0.22698260730812192
1,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,0.011887665549704803
1,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,0.2115844901866922
1,0.9749279121818236,-0.2225209339563143,-0.2588190451025215,0.965925826289068,0.00845699696824637
1,0.9749279121818236,-0.2225209339563143,-0.2588190451025208,-0.9659258262890684,0.17711823839157492
1,0.9749279121818236,-0.2225209339563143,0.0,1.0,0.0057443752991862135
1,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,0.1417743737035264
1,0.9749279121818236,-0.2225209339563143,0.2588190451025207,0.9659258262890684,0.003350885591191958
1,0.9749279121818236,-0.2225209339563143,0.258819045102521,-0.9659258262890682,0.10491463220041487
1,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,0.09589915430030317
1,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.00430828147438966
1,0.9749279121818236,-0.2225209339563143,0.7071067811865476,-0.7071067811865475,0.09621828626136908
1,0.9749279121818236,-0.2225209339563143,0.7071067811865476,0.7071067811865476,0.013323759374501356
1,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001,0.05473113132280198
1,0.9749279121818236,-0.2225209339563143,0.8660254037844387,-0.4999999999999998,0.10483484921014839
1,0.9749279121818236,-0.2225209339563143,0.9659258262890684,-0.2588190451025206,0.13491303654060954
1,0.9749279121818236,-0.2225209339563143,0.9659258262890684,0.2588190451025207,0.09470240944630605
1,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,0.13427477261847773
2,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203,2.7066529529583716e-05
2,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,1.3533264764791858e-05
2,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479,1.3533264764791858e-05
2,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890684,1.3533264764791858e-05
2,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,1.3533264764791858e-05
2,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,2.7066529529583716e-05
2,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,2.7066529529583716e-05
2,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,-0.2588190451025206,1.3533264764791858e-05
2,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1.3533264764791858e-05
2,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479,1.3533264764791858e-05
2,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1.3533264764791858e-05
2,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890684,1.3533264764791858e-05
2,-0.7818314824680299,0.6234898018587334,0.4999999999999999,-0.8660254037844387,2.7066529529583716e-05
2,-0.7818314824680299,0.6234898018587334,0.4999999999999999,0.8660254037844387,1.3533264764791858e-05
2,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,1.3533264764791858e-05
2,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,4.0599794294375575e-05
2,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,2.7066529529583716e-05
2,-0.433883739117558,-0.9009688679024191,-0.2588190451025215,0.965925826289068,2.7066529529583716e-05
2,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682,2.7066529529583716e-05
2,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,2.7066529529583716e-05
2,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476,1.3533264764791858e-05
2,0.0,1.0,-0.9659258262890684,-0.2588190451025206,1.3533264764791858e-05
2,0.0,1.0,-0.8660254037844386,0.5000000000000001,1.3533264764791858e-05
2,0.0,1.0,-0.4999999999999997,-0.8660254037844388,2.7066529529583716e-05
2,0.0,1.0,-0.2588190451025208,-0.9659258262890684,1.3533264764791858e-05
2,0.0,1.0,0.258819045102521,-0.9659258262890682,1.3533264764791858e-05
2,0.0,1.0,0.4999999999999999,-0.8660254037844387,2.7066529529583716e-05
2,0.0,1.0,0.9659258262890684,-0.2588190451025206,2.7066529529583716e-05
2,0.4338837391175582,-0.900968867902419,-0.9659258262890684,-0.2588190451025206,1.3533264764791858e-05
2,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,1.3533264764791858e-05
2,0.4338837391175582,-0.900968867902419,-0.7071067811865477,0.7071067811865474,1.3533264764791858e-05
2,0.4338837391175582,-0.900968867902419,-0.7071067811865471,-0.7071067811865479,1.3533264764791858e-05
2,0.4338837391175582,-0.900968867902419,-0.2588190451025208,-0.9659258262890684,4.0599794294375575e-05
2,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,1.3533264764791858e-05
2,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,1.3533264764791858e-05
2,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,1.3533264764791858e-05
2,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,2.7066529529583716e-05
2,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1.3533264764791858e-05
2,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,1.3533264764791858e-05
2,0.7818314824680298,0.6234898018587336,0.9659258262890684,-0.2588190451025206,2.7066529529583716e-05
2,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,-0.2588190451025206,1.3533264764791858e-05
2,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,0.2588190451025203,1.3533264764791858e-05
2,0.9749279121818236,-0.2225209339563143,-0.8660254037844385,-0.5000000000000004,1.3533264764791858e-05
2,0.9749279121818236,-0.2225209339563143,-0.7071067811865477,0.7071067811865474,5.413305905916743e-05
2,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,1.3533264764791858e-05
2,0.9749279121818236,-0.2225209339563143,0.2588190451025207,0.9659258262890684,2.7066529529583716e-05
2,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,2.7066529529583716e-05
2,0.9749279121818236,-0.2225209339563143,0.9659258262890684,-0.2588190451025206,1.3533264764791858e-05
3,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210294e-16,0.0027939464493597207
